Name,Title,aiconalt,View,State,View1,asizebase
Sitalaxmi,OVERALL NOT A GOOD PRODUCT,1.0 out of 5 stars,"Reviewed in India on September 28, 2021",Verified Purchase,"THE LOCKING SYSTEM IS DIFFFICULT TO PUT ALL THE CLIPS.THE NOISE LEVEL IS TOO HIGH. IT IS SO DIFFICULT TO CLEAN AS THE BLADES AND SCREWS HURT THE HANDS. THE MAKE OF IT IS VEY CRUDE.
THE CLEANING OF LIDS IS DIFFICULT DUE TO DESIGN INSIDE THE LIDS SHOULD BE PLAIN FROM INSIDE AND OUTSIDE. ALL THE SCREWS THAT ARE THERE CANNOT BE CLEANED AS FOOD PARTICLES GET STUCK INSIDE IT AND HAVE TO USE A POINTED KNIFE OR METAL TO CLEAN THE SCREWS.
THE POUNDING JAR IS NO GOOD JUST BREAKS THE MASALAS INTO TWO PEICES NOT TO A FINE POWDER SO HAVE TO USE SMALL JAR FOR POUNDING. JUICER IS OF NO HELP PUT A DOZEN SWEET LIME AND GET SMALL GLASS OF JUICE, OVERALL NOT HAPPY WITH THE PRODUCT",One person found this helpful
Surbhi Gahlaut ,"Really powerful motor, go for it!",4.0 out of 5 stars,"Reviewed in India on August 29, 2020",Verified Purchase,"Really happy with this purchase. Such a nice powerful motor and get things grind and pasted in seconds. As many reviews says that the jars got burnt and rubbers got melted, that is because you are not giving the machine an interval to cool down. Please understand that this is a 1000 watt motor that takes load and gets heated when you run it without a break, make sure to run it in intervals like 2 sec and stop, that saves the jars and motor to get burned. When it comes to noise, yea it is noisy but that doesn’t bother me, that is reasonable in 6.5k. My mom is really happy with the purchase.",One person found this helpful
Subhash Nambiar,"Works like a charm, but should have had better safety features",5.0 out of 5 stars,"Reviewed in India on December 1, 2020",Verified Purchase,"We mainly use this to grind coconut and coriander powder based masala and it grinds so well that I have never seen any other mixer does, other than the stone grinders. So 100% mark to that.

The noise level is high.

One thing what this machine lacks is safety locks. Panasonic has good models where the motor would not start without the bowl with its lid installed. This prevent any accident where you hurt your hand by accidentally starting the motor.",One person found this helpful
exp33,Scam!,1.0 out of 5 stars,"Reviewed in India on September 5, 2021",Verified Purchase,"Received a used product, with a jar and lid missing. Worst experience in getting it returned/refunded. Continually pursuing customer care to initiate a return, remove verification code, yet they failed to do so. Did call them up 6 times in 10 days.
Astonishingly never expected such a debacle from AMAZON or BOSCH!",2 people found this helpful
Veera,Bosch is Boss of all manufacturer's....,5.0 out of 5 stars,"Reviewed in India on March 9, 2019",Verified Purchase,"Bosch is Boss of all manufacturer's. The true product n had great experience. never seen like this before, it works smoothly n jars r light weight compare to others.",9 people found this helpful
Priyanka,Stopped working in 3 months literally.,1.0 out of 5 stars,"Reviewed in India on April 9, 2021",Verified Purchase,"Mixer stopped working in 3 months and now I don't know where to get it repaired because they only have call centers for their expensive products.
Also it is worse than a 800wt regular mixers. Heats up in 2 minutes. Making idli dosa batter is a nightmare on this mixer. You have ti wait forever for the mixer to cool down and after being so careful the grinder stops working in 3 months.",One person found this helpful
Mohammed,Very worst product in mixer grinder!!,1.0 out of 5 stars,"Reviewed in India on November 10, 2020",Verified Purchase,"IAM writing these review after 7 months of usage It's just a basic use at our house, the motor start making a lot more noise like a generator,I prefer not to buy this kind of products,which are costly and not even durable for half the year of warranty,waste of money better to buy some other brand which affirds and lasts atleast 3 years !!",3 people found this helpful
Purnima,Value for money,5.0 out of 5 stars,"Reviewed in India on September 19, 2019",Verified Purchase,"The look of the product is very good. It grinds anything in few mins.  Noise is normal, not too high and not too low.  The drawbacks are it vibrates slightly while grinding. The food particles settles on the jars mouth and when we want to open and close it is little difficult as we have to clear the jar's mouth in order to close the lid. But still we like Bosch we are happy with product.  Just that if they do this design change it will be good.",3 people found this helpful
Vijay das,Bosch Mixer jar rusted,3.0 out of 5 stars,"Reviewed in India on July 1, 2019",Verified Purchase,"Bosch Mixer Motor is very powerful and the finishing is really very good. The only thing which I never expected from such a big brand is that all the Jars are getting rust from the day I started using.
After cleaning the Jar if water remains any where or corner of the Jar, it starts getting rusted.
I think Bosch should improve the Jar's quality.",6 people found this helpful
Navin Abraham,Good for the price. Nothing exceptional though.,4.0 out of 5 stars,"Reviewed in India on July 31, 2021",Verified Purchase,"I read some reviews here saying that the machine overheats sometimes even resulting in smoke coming out from the motor. It’s less than a month since I bought it, but I have not experienced anything of that sort. Since it’s a 1000 w motor, it’s quite loud. I think the neighbors may be cursing me whenever it’s being used. Also, the juicer doesn’t seem to be working as intended for me. I tried making pineapple juice but the motor just spins and the fruit pieces just stay up. They won’t go down unless I push them down occasionally. Don’t know if it’s something wrong on my side. If not for these small things, the mixer is working fine.",One person found this helpful
Amazon Customer,Not able to remove the bowl after the first use,1.0 out of 5 stars,"Reviewed in India on March 4, 2022",Verified Purchase,"Bowl got stuck after first use . had to contact Bosch service for managing the issue  . I have given away our old mixie . Now in trouble for buying a big expensive brand . Service people took the mixie and brought back on next day with damage marks on the bowl. The performance of mixie is like a 750 watts Preethi mixie, used earlier. Not a worthy buy. Note there is no return for this product",
Francois,A Great Brand and Fantastic Purchase,5.0 out of 5 stars,"Reviewed in India on February 6, 2022",Verified Purchase,It's absolutely unrealistic to post a Review on a Kitchen appliance when its literally Brand new.  However I will confirm that the 1000 watt Motor does deliver what its supposed to do and with ABSOLUTE EASE... Without even breaking a sweat so to speak...! The Brand is Great and so far I've only used the Grinder. I don't foresee any problems but if they do surface will definitely amend this review... All in All A FANTASTIC PURCHASE...!!!,
Dileep,"Good grinding and RPM, but noice is intolerable",4.0 out of 5 stars,"Reviewed in India on May 12, 2022",Verified Purchase,"After lot of research about this product and reading reviews, I proceed to buy this. As mentioned in lot of reviews, it do job perfectly and with in less time but noice it makes is intolerable. Locking is not that great as jar cap locks sometimes go inside jar sides when u trying other lock to set
But it has best RPM, and do job very quick with good results",One person found this helpful
Sulina Mishra,Bad Product,2.0 out of 5 stars,"Reviewed in India on October 14, 2020",Verified Purchase,"for a 1000 watt mixer grinder, it heats up in 30 seconds and becomes untouchable. Other brands like morphy richards, inalsa etc. are 100 times better. Very difficult to clean also. Not at all expected from a company like Bosch.",3 people found this helpful
Sachin Aggarwal,Very poor quality of mixing and grinding. Doesn't mix and grind properly. Have to sell this,1.0 out of 5 stars,"Reviewed in India on October 19, 2021",Verified Purchase,"Very poor quality of mixing and grinding. Doesn't mix and grind properly. Have to sell this to buy a new some other branded Mixer Grinder. Only name of the company, product is pathetic. I thought Bosch products are way far superior than any other brand and made this purchase online and blindly. Not worth",One person found this helpful
Rishi Ratan Singh,Hair cracks have been observed in lock grooves.,2.0 out of 5 stars,"Reviewed in India on September 15, 2021",Verified Purchase,Hair cracks have been observed in lock grooves. I don't know what to do. Hence I am fwd some pics so as to elaborate the problem. I think the machine is mishandled while display to the customers at shop or must be the returned one by any customer. Please have a look carefully to the cracks and give direction what to do. This is very good mixer at present and I don't think that it will be manufacturing defect.,
Debarupa,Amazing quality,5.0 out of 5 stars,"Reviewed in India on July 9, 2019",Verified Purchase,"Now I have been using this mixer grinder almost for 6 months and I must say that I am very much satisfied. The small (chutney) jar is an ideal size to fine grind less quantity stuffs, like ginger garlic paste, fine powder of any dry spices. Followed by the next sized jar ideal for making Idly or dosa batter or per say anything in a medium quantity. I never have rotated the speed more than the minimum given and everytime it came out amazing. It is perfectly alright to twist the speedometer for few seconds followed by some interval and the end result is just fabulous.",5 people found this helpful
Kartik,Sound of Bosch 1000W Mixer - video 2,4.0 out of 5 stars,"Reviewed in India on August 15, 2021",Verified Purchase,Video Player is loading.,
Sreenivasulu P.,Waste Product,1.0 out of 5 stars,"Reviewed in India on March 6, 2022",Verified Purchase,Video Player is loading.,2 people found this helpful
Priyadarshi Mahapatra,Don't buy this product,1.0 out of 5 stars,"Reviewed in India on July 22, 2021",Verified Purchase,The mixed grinder stoped working after 3 months of purchase. And the customer service is very useless. The engineer came for repairing don't have any knowledge of repair. Even after 10 days still they have not repaired it. So DON'T BUY THIS PRODUCT.,3 people found this helpful
Roopa M. G,Best Deal !!! Best gift to your beloved ones,5.0 out of 5 stars,"Reviewed in India on October 26, 2020",Verified Purchase,,One person found this helpful
Monish Rao,Very noisy mixer,1.0 out of 5 stars,"Reviewed in India on October 18, 2021",Verified Purchase,,3 people found this helpful
Dr Jayanta Sthanapati,The Chutney Grinding Jar gets very hot when running,2.0 out of 5 stars,"Reviewed in India on August 6, 2021",Verified Purchase,"I tried the product two times and had the same experience. In the first Bosch Pro 1000W Mixer Grider, the Chutney Grinding Jar got very hot when running, even without any material in it.  The other two grinding jars and the mixing jar worked fine. On my request, Amazon replaced the complete set with a new set of the same product. Unfortunately, the Chutney Grinding Jar in the later set was defective too. So, I requested a refund of the paid money. I wasted about a week in the unfruitful process.",
SG,New product arrived with scratches and dents - asked for replacement,1.0 out of 5 stars,"Reviewed in India on October 5, 2021",Verified Purchase,"Unfortunately, my new mixer grinder has arrived with lots of minor blemishes, scratches and dents. There are other products available on Amazon at much cheaper rates. I spent more money as I expected quality to be top notch. But, so far, I'm disappointed.

No comments on performance etc as I have not used the product yet. Have ordered a replacement. Lets see if the new one is any better.",
Puneet Sharma,"Powerful but noisy, works well but pricey..",4.0 out of 5 stars,"Reviewed in India on December 27, 2020",Verified Purchase,"Pros:
Useful features for Indian style cooking like grinding and mixing spices and chutneys.

Easy to clean, like literally you can screw out the blades and clean them like you always wanted too.
Strong build quality, jars and it's lock gives you hands free operations.
Powerful motor, you are always sure when things are crushed under this thing..

Cons: Noise levels..wow.. literally feels like you are doing grass mowing...I read it in reviews before buying this but now I can hear those comments out..
Bit overpriced..but not sure with what I'm comparing it too..
Also juicer feature not upto the mark..You can juice things out but with taste of crushed seeds..",
Amazon Customer,Excellent performance! It just needs few seconds to minutes to grind/blend any type of mixture.,5.0 out of 5 stars,"Reviewed in India on April 14, 2021",Verified Purchase,"Excellent performance! Please go ahead with this product without a second thought. I was skeptical about this product as there were few negative reviews but, I bought this one as I already used Panasonic which is also a great product and I wanted to try some other brand.
About Bosch 1000 Watts:
Pros- Excellent performance. It will reduce the time and efforts needed for all types of usage. PRO Tip: Don't use use this machine like other grinders which are lesser than 750 Watts. This just needs few seconds to minutes to grind/blend all types. Don't overrun and heat up the jars.
Cons: Noise level is bit high compared to my old Panasonic 500 Watts machine which is expected with 1000 watts machine.",One person found this helpful
Nirmitha Shetty,Best mixer and worth d money,5.0 out of 5 stars,"Reviewed in India on June 24, 2020",Verified Purchase,I bought it after going through so many brands and ds is d best. Value for money. Grinds so fast and perfect. Also build is premium. Matches all d details mentioned in description. You dont need separate grinder if you buy ds. Noise is bit high. But work wise awesome. Thank you Bosch.,2 people found this helpful
Amazon Customer,Good mixer grider but returned due to delivery issue,4.0 out of 5 stars,"Reviewed in India on August 1, 2020",Verified Purchase,"Mixer grinder is good and satisfied in using for a week. But juicer jar was damaged and had leakage issue. Applied for replacement and it happened within two days. But this time received a used product and returned again.
This majorly due to seller issue and not the product one. Seller should improve their quality deliverable.

Unfortunately I am not using this good product only due to Seller quality issue.",One person found this helpful
KVS,"Perfect, good buy.",5.0 out of 5 stars,"Reviewed in India on July 16, 2020",Verified Purchase,"Best of all the brands, it's locking system is wonderful. Am glad about my purchase. Bought few months before and so far all fine. However, one shd take utmost care while handling lids coz if it is dropped it may broke. But, overall the jars, grinding speed, lids design, safe locking system and cleaning is all very very great and easy . Received in good packing. I so far used for grinding idly flour, sambar powder, chutneys, many spice powders nd juices. All very fine. Thanks to Amazon and the seller.",
ansuman,Waste of money,1.0 out of 5 stars,"Reviewed in India on September 23, 2020",Verified Purchase,"I have bosch washing machine which is quite good so I prefer this brand for Mixer and Grinder, but the quality of its jar and main body is not good, only motor is very powerful but rest all parts are not good. Quality of the product is really disappointing.",2 people found this helpful
Amazon Customer,Amazing product,5.0 out of 5 stars,"Reviewed in India on June 1, 2019",Verified Purchase,Awesone product.  Bought many earlier.  But this one is amazing.  Value for money.  I suggest people to go for this product without a second thought.  You will not regret.,6 people found this helpful
Amazon Customer,Best grinder avaiavailable in india for grinding turmeric/multani mitti/reetha/amla.,5.0 out of 5 stars,"Reviewed in India on August 10, 2019",Verified Purchase,"I have been looking for a safe and good grinder for grinding hard spices and multani mitti. It is said, ""if a grinder can grind turmeric and multani mitti, it can grind anything.""

This bosch mixer and grinder proves that.
It is heavy and sturdy. It is of good quality.
It grinds spices to fine powder.
I am happy.",5 people found this helpful
Shasikala Kempaiah,Close you eyes and buy.,5.0 out of 5 stars,"Reviewed in India on July 12, 2021",Verified Purchase,"Good Mixer Grinder comparing to other brands.
3 Months of usage, working out of expectations no issues, it’s a noisy one as it’s a powerful motor.
Don’t give pressure at the top of the cup while grinding masalas
Making batter in the cup is a grinding in the grinder machine, awesome.

Worth each penny you spend on it.",One person found this helpful
Phillip L.,Does its job well,5.0 out of 5 stars,"Reviewed in India on July 5, 2021",Verified Purchase,"The Bosch mixer grinder does its job extremely well. Masalas and chutneys come out evenly ground in quick time. My old mixer is a Sumeet that is still going strong after 30 years, so this one aces it on all parameters. I'm happy with the Bosch, except for the juicer, which may be limited to soft fruits.

Don't expect too much from the juicer; at least for hard fruits and vegetables like carrots, beetroots, apples.... a dedicated juicer like Braun or Nutribullet are much better. In this juicer, they just seem to bounce around on the blade as there's no pressure from above.",
Vaishakh Udayakumar,Overrated expensive product not worth the price,2.0 out of 5 stars,"Reviewed in India on August 22, 2021",Verified Purchase,"Not worth the price not spill proof, leaks through jar while using very poor quality, also while doing wet grinding the grinded masala or batter is heated which reduce the taste of the food items like dosa idli items, and the return policy is complicated when asked for return they only replacing the item first and then only they consider returning it",
gokul menon,Satisfied,5.0 out of 5 stars,"Reviewed in India on August 11, 2021",Verified Purchase,"Noise levels - was worried after reading earlier reviews. Thankfully it was not bad at all.
Plus work gets done so quickly that whatever noise is only for a short period.
Have used the mixie a few times already, for chutneys and idli / dosa batter .. and I am really happy with it.",One person found this helpful
Ram,Go for it...,5.0 out of 5 stars,"Reviewed in India on May 31, 2020",Verified Purchase,"Its is little bit noisy, as it is 1000watts.
Super power, earlier mixer which I used is 750watts. Using 750watts to prepare dosa chutney its takes time and need to open, check and run 2-3 times.
Bosh will prepare in 1 time.
Best part is inter locking top jars, handfree controle, see through top surface.
Go for it.... you will feel the change.. in kitchen.
My wife thanks me a lot...and she is happy.",One person found this helpful
Anil ,Only After One Month Of Use Juicer Blade is loose from the bottom,3.0 out of 5 stars,"Reviewed in India on December 5, 2020",Verified Purchase,"I had for Purchased this Bosch Grinder Mixer for Trouble Free operations for years together , by paying a huge premium . However , within a month of purchase Juicer can not be used. Will update after seeing the services under warranty.",2 people found this helpful
deep,Best that i have used till now!,5.0 out of 5 stars,"Reviewed in India on July 5, 2020",Verified Purchase,"I am in love with this since since it came to our home. What ever we want to grind it does it in seconds . Let it be powder grinding or wet grinding. We stopped using grinder and also we are grinding our own atta at home with this. It makes fine rice flour, ragi flour , millet flour, besan flour and garam masal powders as well. It satisfied my purpose.",One person found this helpful
sujatha,good motor poor design for jars specially small jar,3.0 out of 5 stars,"Reviewed in India on April 25, 2022",Verified Purchase,"The motor is excellent but unfortunately the jars specially the lids, and screw heads are very difficult to clean and as material sticks in the lids, one spends a lot of time trying to salvage maximum amount of the substance after grinding. otherwise in a chutney half is stuck in the lid and only half remains in the body of the jar.",One person found this helpful
Gaurav G.,THE RANGE ROVER OF MIXERS,5.0 out of 5 stars,"Reviewed in India on August 27, 2020",Verified Purchase,"My caption must’ve caught many people’s attention, but trust me, I mean every bit of it.
In a foodie North Indian household where pan-Indian food is preferred with no compromises with international cuisine too; this machine is capable of mixing and grinding all possible textures of food. This also includes Dosa batter, mashed potatoes, grain flour etc.
Mom and wifey were overjoyed to have this added and it definitely caters to the rigorous requirements of our kitchen.
Highly recommended!",
Subhajit Majumder,Most powerful motor,5.0 out of 5 stars,"Reviewed in India on October 18, 2020",Verified Purchase,"Delivered as promised. Nicely packed and superb mixer and grinder. Hats off to Bosch and prompt delivery by Cloudtail. Noise level is too high, however it is one of the most powerful motor. Excellent product by Bosch. I was hesitating to purchase after going through so many negative reviews. However, it proved to be a excellent machine. Go for it without thinking twice.",One person found this helpful
ritesh,"A year's worth of use, Genuine review/feedback",3.0 out of 5 stars,"Reviewed in India on November 17, 2020",Verified Purchase,"Like others, I agree that the noise is relatively high. That could also be because it's a 1000W mixer. Main problem I believe is a design flaw in the medium size jar. The rotar isn't free enough. I also bought the 750w version of this for my parents,that has the same issue as well. The plastic lock hooks on the lid sometimes dislodge from their hinge. The odds of me landing with two faulty products from the same company is slim but cannot be ruled out. Overall a sturdy and good product otherwise.",2 people found this helpful
SATHEESH ALAPPATTU,The product was faulty,1.0 out of 5 stars,"Reviewed in India on April 20, 2022",Verified Purchase,"Become damage after 6 months.
Very poor customer care and prolonged steps for complaint registration. Solutions are very time consuming. Very sympathetic service",One person found this helpful
K T,Simply powerful (ofcourse moderate level of noise) Good Product..!!,4.0 out of 5 stars,"Reviewed in India on September 11, 2021",Verified Purchase,Overall good product..good aesthetics.. very powerful motor works very well..moderate noise..every mixer makes noise..no matter how contrary big claims are made.. after buying and using 1000W Bosch mixer..genuinely feel even 500W Bosch mixer could efficiently handle the job for family of 5-7 members ( Vegetarian) no need to purchase 1000W instead one can think of buying 500W or 750W motor..cost can be saved at no compromise to the productivity and desired outcome,One person found this helpful
Dr. Sasikumar Menon,Powerful and Different,5.0 out of 5 stars,"Reviewed in India on April 6, 2019",Verified Purchase,"Excellent design. Concept of blades with blunt edges (pounding blades) is a great idea.
The chutney jar with this blade gives better taste.
Very powerful and useful for masala powdering...

Would love to have all blade typess with blunt edge options...

The clips of the jar lids come off their hinges quite easily ...
This is indeed an issue.",2 people found this helpful
Vivek,Bad after sales service,1.0 out of 5 stars,"Reviewed in India on July 30, 2021",Verified Purchase,"Major concern with product is after sales services!
Machine broke down twice in last 3 months… coupler broken
Customer service team confirmed it will take 10 days to replace it.
Will not recommend to go for such service levels",One person found this helpful
Malpani,Noisy and Heating Issue,1.0 out of 5 stars,"Reviewed in India on October 27, 2021",Verified Purchase,"Very Noisy and whatever you put to grind, it comes out hot, even green chutney. When a substance is heated it means loss of nutrition values. I have to wait to touch the Jar and take out the things. Noise level is increasing day by day. Do not recommend at all. If some guests in the house, I can not use this because of the noise level. Even if someone is talking on mobile in house, I have to wait. I put cotton in my ears before using. Lids are very uncomfortable. DO NOT BUY",One person found this helpful
Sachin,Complicated locking and cleaning system,3.0 out of 5 stars,"Reviewed in India on April 27, 2022",Verified Purchase,"Jar Locking is complicated and Then jar cleaning too since separate locking leavers. machine is highly weighted comparatively normal machines so not easy to take  from cupboard and Put it back to cupboard after use, if someone have small kitchen and not having dedicated space on kitchen counter for this mixer, please don’t go with this product.",One person found this helpful
Nisha y.,Felt Cheated on service part,5.0 out of 5 stars,"Reviewed in India on June 15, 2021",Verified Purchase,Product is very good but service centres r not good because my small jars ring was broken within warranty and the service person said that it can't be repaired u have to purchase new jar from him for rs.400. but I get it repaired from outside for rs. 30 only and it's working .so it's upto u guies to purchase or not,
Sumit kumar,Not as per expectation with this much of cost.,2.0 out of 5 stars,"Reviewed in India on January 11, 2021",Verified Purchase,"Lock feature doesn't match to what is provided in the overview.you need to hold the jar while making shake or any liquid item, still few drop comes out after every usage.it was not expected from a product like Bosch👎.Noise level is also too high.",2 people found this helpful
J Dsz.,Don't buy this,1.0 out of 5 stars,"Reviewed in India on April 1, 2022",Verified Purchase,"Bosch Pro 1000W Mixer Grinder MGM8842MIN, either it is duplicate product, or it is worst genuine product you need to avoid buying at all cost. Go for Panasonic, please. I made a big mistake. This product is useless. Bushes got worn out within a month. Technician says they have used third-class bushes.",One person found this helpful
Loy,Bosch's forte isn't mixers and grinders,3.0 out of 5 stars,"Reviewed in India on October 6, 2019",Verified Purchase,"Average product, can't believe it's a Bosch.. Product looks good but does not grind masalas into a fine paste.. Not for folks who need finely ground coconut or masalas. BOUGHT A Sujata 900 watt at half the cost and works like a dream",4 people found this helpful
Pooja Kumari,Worst mixer grinder,1.0 out of 5 stars,"Reviewed in India on July 4, 2021",Verified Purchase,I ordered this Bosch mixer after doing a lot of research...but let me tell you all that this mixer grinder's noise level is very high....lock feature is also not that good....the smallest jar that is the wet grinding jar leaks too much...also the quality of steel is cheapest.... earlier I had the butterfly matchless model....i used it for 9 long years....I'm really disappointed with the purchase...want to contact with the seller...is there any option???,One person found this helpful
Meens,Customer service and product quality,3.0 out of 5 stars,"Reviewed in India on September 16, 2021",Verified Purchase,"I got the product with a missing lid. My complaint was registered by Bosch customer service , they followed up too but it’s been more than a month and I have not got the spare part .

Noise level is beyond any previous mixer grinder I have owned . Dosa batter grinding is a failure as the machine heats up the batter very quickly .

Masala powder / dry grinding is quick and good . Juicer is good performance but noisy . Hurts the ears .

Overall a disappointment.",
johnupadhyaya,Works just fine.,5.0 out of 5 stars,"Reviewed in India on September 11, 2020",Verified Purchase,"The machine has 1000 watt motor to do the job. It can grind anything. Sound isn't an issue and it shouldn't be. Its not an AC. I use a Bosch dishwasher and washing machine that's why I bought this. I went to stores like reliance digital and they're more expensive than Amazon. If the bibi is happy, then all's well!",One person found this helpful
Amitava Bose,A perfect machine for all your mixing / blending jobs,5.0 out of 5 stars,"Reviewed in India on November 24, 2020",Verified Purchase,"I am very much satisfied with this product . I saw some negative reviews about this product but all our apprehensions before buying turned into amazing feeling after using the product.
All blending mixing jobs are amazingly fast because of 1000 watt motor
Locking mechanism is very easy
Sits firmly on built-in vacuum stands.
Bit noisy because of high power motor but within tolerance
Jar lids are with small opening(covered) for mixing water or other items in case of necessity without opening the whole lid.
Wet grinding, dry grinding results are fine.
Comes with poundingblade that give nice coarse grinding .
We have used this for coconut chutney making from coconut slices and result was amazing .
We did flawless mustard-poppy seeds paste .
We are yet to use the juicer part so not comment on that part.
Only drawback we found is scrapping is a bit difficult from jar and cover lid .",
Chandra,Review after 2 years,4.0 out of 5 stars,"Reviewed in India on October 15, 2021",Verified Purchase,I have bought the mixer exactly 2 years ago during dussera. Due to covid i have been using the mixer almost 3 to four times every day including idli and dosa batter. As far the mixer is working in good condition. Very fast and sturdy as compared to my previous ones.,2 people found this helpful
Ramesh Vaze,Third class qulity product within 6 me nt,1.0 out of 5 stars,"Reviewed in India on October 31, 2021",Verified Purchase,"Third class qulity product
Using Bosh Name to sale substandard product in India
Never buy
I have brought two mixer
Both I have problems
See the attached photo of Chatnee Jar .",2 people found this helpful
Customer,Happy,5.0 out of 5 stars,"Reviewed in India on April 6, 2021",Verified Purchase,"Can't grind continuesly for more then 90 sceonds , masala become hot and start to releasing smoke,
Due to High speed motor function it's helps to grind quickly,
Philips type screw given inside the jar which got plus shape gap, and inside of the gap masala paste get stuck which I find hard to clean.",
Amazon Lover,Don't expect a good juicer,2.0 out of 5 stars,"Reviewed in India on April 6, 2021",Verified Purchase,"We were looking for a power full motor that can accommodate all our requirements based on review we bought the unit definitely its a good unit but don't expect this to use as juicer, juicer jar is just a waste and not worth at all and very difficult to use and clean....now I'm looking for juicer by itself. I should have gone for cheaper mixer than Bosch....big let down by BOSCH. Not recommended at this price point.",
Thilak,Very good product,4.0 out of 5 stars,"Reviewed in India on October 19, 2020",Verified Purchase,"Very good product from Bosch.
Ultimate performance, good styling, supreme quality.
Opt for this machine with closed eyes

Only negative is the jar cover which leaks when the grind is more liquid. We need to be cautious about the water in the grind.
Probably they need to fix the tightness in the clip.
This is the only reason to give 4stars",One person found this helpful
Sonika,"Noisy, not grinding well",2.0 out of 5 stars,"Reviewed in India on April 7, 2022",Verified Purchase,"This is not upto mark! Super loud, doesnt blend even frozen fruit smoothie or ice. Plastic in the bottom wore out in 2 days! Not Bosch quality!",One person found this helpful
Gaurav N,Fine grinding and quality of the product is remarkable!,5.0 out of 5 stars,"Reviewed in India on July 25, 2021",Verified Purchase,,One person found this helpful
Majhi S.,Beast motor power,5.0 out of 5 stars,"Reviewed in India on September 1, 2021",Verified Purchase,"Locking is not good at all. However the motor Power and vaccum leg are quite good to have with. Also, raw turmeric can be grounded quite nicely. Perhaps the best mixer grinder than some other big names in the market.",One person found this helpful
MURALI KRISHNA P,Not Worthable,2.0 out of 5 stars,"Reviewed in India on August 17, 2021",Verified Purchase,"1. The bowl heats up well along with the flour / powder so that the flour / powder taste changes,
2. The blades in all the bowls are swinging while grinding,
3. The motor makes a lot of noise,
4. Not all bowl lids can be washed clean by being with the design,",
Prathiksha Rao,Best mixer if you are not a dose fan,4.0 out of 5 stars,"Reviewed in India on November 27, 2020",Verified Purchase,"Good mixer

However found 2 cons till now
Cons
1. Jar lid has ridges so cleaning or taking out ground mixture is a little clumsy- can be ignored if you are fine with it.

2. Grinds the Urad dal dose batter too fine making the dose hard - tried 3 times and all 3 times dose came out bad. So any batter that u want to ferment and use won't come out good.

Pros
1. Really gives a very fine paste withing seconds
2. Small and compact.
3. Liked all 3 Jar sizes",
Shreyas,Better to go for 1000w mixer instead of 750w mixers with useless features,5.0 out of 5 stars,"Reviewed in India on October 25, 2020",Verified Purchase,"This is the best 1000W premium mixer in market. There are other 750W mixers with higher price from Preethi, prestige etc. with gimmick features like vegetable chopper and atta dough maker which majority of people won't use it. Previously had 650,750w mixers from other brands none of the mixers gives best performance like this 1000w mixer. Can see the difference in the size of the masala granules. The chromium finish over black gives it a premium feel.",
Gopal Kulkarni,Worst Mixer!,1.0 out of 5 stars,"Reviewed in India on January 11, 2021",Verified Purchase,The mixer has stopped working twice in two months of usage. The base coupler has come off twice already while grinding coconut for chutney. We bought this trusting the Bosch name. Could never have imagined such low quality from them. This has turned out to be a very bad buy.,3 people found this helpful
PC Bishnoi,"Little expensive, but worth the money 💵",4.0 out of 5 stars,"Reviewed in India on June 30, 2021",Verified Purchase,"Seems fine but switch itself appeared to be built poorly, comes out sometimes when turning it off.
Rest working just fine thus far.
Let see how durable it proves in the long run.",One person found this helpful
P1,Quality not up to mark,3.0 out of 5 stars,"Reviewed in India on June 21, 2021",Verified Purchase,"Doesn't look so good teh joints and all looks quite cheap lets see how long it's gonna work without issue its day1: June 21,2021. Will most probably update update if I face any issue with it.",One person found this helpful
Shyam,Overall is okay but not great,3.0 out of 5 stars,"Reviewed in India on November 9, 2020",Verified Purchase,"Product is good but noise level quite high as like as other products. I’m not happy on that segment and for cleaning of jars is also not easy to clean.I was expected something better as like as brand name but not up to mark.Hope these will helps you to improve.
Thanks",One person found this helpful
Vinit Pushpak,"Very powerful motor, Juicer is not satisfactory.",4.0 out of 5 stars,"Reviewed in India on February 23, 2022",Verified Purchase,Noise level is very high. Lock feature is good but you will easily loose locking mechanism. All mixers are not easy to clean. If you will make chatni or anything that is not dry will stick on the cap and cap has many lines which makes hard for you to clean. Although the motor is very powerful. Juicer of this mixer juicer is not good they might try to change the design or try different jar or something bcz the default jar for juicer is nothing just a waste of time money and fruits.,
Hina,Send 10/10 product,2.0 out of 5 stars,"Reviewed in India on November 16, 2020",Verified Purchase,"See to scratches once u receive the product as I have faced this issue, thrice even after replacement and placing new order. U will surely feel this way to buy from showroom rather than paying money and getting a product with scratches...",3 people found this helpful
sai krishna,Value for money,5.0 out of 5 stars,"Reviewed in India on June 21, 2020",Verified Purchase,"Motor: Superb power little bit noisy for 1000w
it's a fair noice for that power.
Jars: qualitative and super handy.

It takes very few minutes to graind chutney 👍👍👍.
Overall it's a nice purchase.
Value for money.
Thanx to Amazon for making available of such quality product.",One person found this helpful
shubha,Awful experience,2.0 out of 5 stars,"Reviewed in India on October 8, 2020",Verified Purchase,"Product is generally okay. Complicated design of jar lids makes it difficult to wash.
Jar blade came of on 2nd use itself. Now I want to get it fixed hence I raise service request with Bosch but seller sent me product without warranty card so even if it is under warranty I have to pay for service. Awful experience.",
